timestep,alive_queen1,dead_queen1,food_queen1,health_queen1,presence_queen1,alive_queen2,dead_queen2,food_queen2,health_queen2,presence_queen2
117,63,15,847,13,59,44,0,1327,30,44
118,62,16,884,14,59,44,0,1283,29,44
119,61,17,922,15,58,44,0,1239,28,44
120,60,18,861,14,56,44,0,1195,27,44
121,59,19,801,13,56,44,0,1151,26,44
122,58,20,942,16,55,44,0,1107,25,44
123,58,20,884,15,54,44,0,1063,24,43
124,58,20,826,14,53,44,0,1019,23,42
125,58,20,768,13,53,44,0,975,22,41
126,58,20,810,13,54,44,0,931,21,40
127,58,20,852,14,53,44,0,887,20,39
128,58,20,794,13,54,44,0,843,19,39
129,58,20,936,16,54,44,0,899,20,39
130,58,20,878,15,53,44,0,855,19,38
131,58,20,820,14,52,44,0,811,18,39
132,58,20,762,13,53,44,0,967,21,39
133,58,20,904,15,54,44,0,923,20,38
134,58,20,946,16,53,44,0,879,19,39
135,58,20,888,15,52,44,0,1035,23,40
136,58,20,830,14,52,44,0,1091,24,40
137,58,20,872,15,53,44,0,1047,23,39
138,58,20,914,15,53,44,0,1003,22,40
139,58,20,856,14,55,44,0,1159,26,40
140,58,20,1098,18,55,44,0,1115,25,40
141,58,20,1040,17,54,44,0,1071,24,41
142,58,20,982,16,53,44,0,1227,27,42
143,58,20,924,15,53,44,0,1283,29,42
144,58,20,966,16,55,44,0,1239,28,42
145,58,20,1108,19,55,44,0,1195,27,43
146,58,20,1050,18,54,44,0,1251,28,44
147,58,20,992,17,54,44,0,1307,29,44
148,58,20,1034,17,55,44,0,1263,28,44
149,58,20,1076,18,55,44,0,1219,27,44
150,58,20,1018,17,54,44,0,1175,26,44
151,58,20,960,16,54,44,0,1131,25,44
152,58,20,1002,17,55,44,0,1087,24,43
153,58,20,1044,18,54,44,0,1043,23,42
154,58,20,986,17,54,44,0,999,22,41
155,58,20,1028,17,55,44,0,955,21,40
156,58,20,1070,18,55,44,0,911,20,39
157,58,20,1012,17,54,44,0,867,19,39
158,58,20,954,16,55,44,0,923,20,39
159,58,20,1096,18,55,44,0,879,19,38
160,58,20,1038,17,54,44,0,835,18,39
161,58,20,980,16,53,44,0,991,22,39
162,58,20,922,15,53,44,0,947,21,38
163,58,20,964,16,54,44,0,903,20,39
164,58,20,1006,17,53,44,0,1059,24,40
165,58,20,948,16,54,44,0,1115,25,40
166,58,20,1090,18,54,44,0,1071,24,39
167,58,20,1032,17,53,44,0,1027,23,40
168,58,20,974,16,52,44,0,1183,26,40
169,58,20,916,15,53,44,0,1139,25,40
170,58,20,1058,18,54,44,0,1095,24,41
171,58,20,1100,18,53,44,0,1251,28,42
172,58,20,1042,17,52,44,0,1307,29,42
173,58,20,984,16,52,44,0,1263,28,42
174,58,20,1026,17,53,44,0,1219,27,43
175,58,20,1068,18,52,44,0,1275,28,44
176,58,20,1010,17,54,44,0,1331,30,44
177,58,20,1252,21,54,44,0,1287,29,44
178,58,20,1194,20,53,44,0,1243,28,44
179,58,20,1136,19,52,44,0,1199,27,44
180,58,20,1078,18,53,44,0,1155,26,44
181,58,20,1220,21,54,44,0,1111,25,44
182,58,20,1262,21,54,44,0,1067,24,43
183,58,20,1204,20,53,44,0,1023,23,42
184,58,20,1146,19,53,44,0,979,22,41
185,58,20,1188,20,54,44,0,935,21,40
186,58,20,1230,21,53,44,0,891,20,39
187,58,20,1172,20,54,44,0,847,19,39
188,58,20,1314,22,55,44,0,903,20,39
189,58,20,1356,23,54,44,0,859,19,38
190,58,20,1298,22,53,44,0,815,18,39
191,58,20,1240,21,54,44,0,971,22,39
192,58,20,1382,23,54,44,0,927,21,38
193,58,20,1324,22,53,44,0,883,20,39
194,58,20,1266,21,53,44,0,1039,23,40
195,58,20,1308,22,53,44,0,1095,24,40
196,58,20,1250,21,53,44,0,1051,23,39
197,58,20,1292,22,54,44,0,1007,22,40
198,58,20,1334,23,55,44,0,1163,26,40
199,58,20,1376,23,55,44,0,1119,25,40
200,58,20,1318,22,55,44,0,1075,24,41
201,58,20,1360,23,56,44,0,1231,27,42
202,58,20,1502,25,56,44,0,1287,29,42
203,58,20,1444,24,55,44,0,1243,28,42
204,58,20,1386,23,54,44,0,1199,27,43
205,58,20,1328,22,54,44,0,1255,28,44
206,58,20,1370,23,54,44,0,1311,29,44
207,58,20,1312,22,53,44,0,1267,28,44
208,58,20,1254,21,54,44,0,1223,27,44
209,58,20,1396,24,54,44,0,1179,26,44
210,58,20,1338,23,53,44,0,1135,25,44
211,58,20,1280,22,52,44,0,1091,24,43
212,58,20,1222,21,53,44,0,1047,23,42
213,58,20,1364,23,54,44,0,1003,22,41
214,58,20,1406,24,53,44,0,959,21,40
215,58,20,1348,23,52,44,0,915,20,39
216,58,20,1290,22,52,44,0,871,19,39
217,58,20,1332,22,53,44,0,927,21,39
218,58,20,1374,23,52,44,0,883,20,38
219,58,20,1316,22,54,44,0,839,19,39
220,58,20,1558,26,54,44,0,995,22,39
221,58,20,1500,25,54,44,0,951,21,38
222,58,20,1442,24,53,44,0,907,20,39
223,58,20,1384,23,54,44,0,1063,24,40
224,58,20,1526,26,55,44,0,1119,25,40
225,58,20,1568,27,55,44,0,1075,24,39
226,58,20,1510,26,55,44,0,1031,23,40
227,58,20,1452,25,56,44,0,1187,26,40
228,58,20,1494,25,57,44,0,1143,25,40
229,58,20,1536,26,56,44,0,1099,24,41
230,58,20,1478,25,57,44,0,1255,28,42
231,58,20,1520,26,57,44,0,1311,29,42
232,58,20,1462,25,57,44,0,1267,28,42
233,58,20,1404,24,56,44,0,1223,27,43
234,58,20,1346,23,56,44,0,1279,29,44
235,58,20,1388,23,56,44,0,1335,30,44
236,58,20,1330,22,55,44,0,1291,29,44
237,58,20,1272,21,54,44,0,1247,28,44
238,58,20,1214,20,54,44,0,1203,27,44
239,58,20,1256,21,54,44,0,1159,26,44
240,58,20,1198,20,53,44,0,1115,25,44
241,58,20,1140,19,54,44,0,1071,24,43
242,58,20,1282,22,54,44,0,1027,23,42
243,58,20,1224,21,53,44,0,983,22,41
244,58,20,1166,20,52,44,0,939,21,40
245,58,20,1108,19,53,44,0,895,20,39
246,58,20,1250,21,54,44,0,851,19,39
247,58,20,1292,22,53,44,0,907,20,39
248,58,20,1234,21,52,44,0,863,19,38
249,58,20,1176,20,52,44,0,819,18,39
250,58,20,1218,21,53,44,0,975,22,39
251,58,20,1260,21,52,44,0,931,21,38
252,58,20,1202,20,54,44,0,887,20,39
253,58,20,1444,24,54,44,0,1043,23,40
254,58,20,1386,23,53,44,0,1099,24,40
255,58,20,1328,22,52,44,0,1055,23,39
256,58,20,1270,21,53,44,0,1011,22,40
257,58,20,1412,24,54,44,0,1167,26,40
258,58,20,1454,25,53,44,0,1123,25,40
259,58,20,1396,24,52,44,0,1079,24,41
260,58,20,1338,23,52,44,0,1235,28,42
261,58,20,1380,23,53,44,0,1291,29,42
262,58,20,1422,24,52,44,0,1247,28,42
263,58,20,1364,23,54,44,0,1203,27,43
264,58,20,1606,27,54,44,0,1259,28,44
265,58,20,1548,26,54,44,0,1315,29,44
266,58,20,1490,25,54,44,0,1271,28,44
267,58,20,1432,24,55,44,0,1227,27,44
268,58,20,1574,27,56,44,0,1183,26,44
269,58,20,1616,27,56,44,0,1139,25,44
270,58,20,1558,26,56,44,0,1095,24,43
271,58,20,1500,25,56,44,0,1051,23,42
272,58,20,1442,24,57,44,0,1007,22,41
273,58,20,1584,27,57,44,0,963,21,40
274,58,20,1526,26,57,44,0,919,20,39
275,58,20,1468,25,57,44,0,875,19,39
276,58,20,1410,24,56,44,0,931,21,39
277,58,20,1352,23,56,44,0,887,20,38
278,58,20,1394,24,56,44,0,843,19,39
279,58,20,1336,23,55,44,0,999,22,39
280,58,20,1278,22,54,44,0,955,21,38
281,58,20,1220,21,54,44,0,911,20,39
282,58,20,1262,21,54,44,0,1067,24,40
283,58,20,1204,20,53,44,0,1123,25,40
284,58,20,1146,19,54,44,0,1079,24,39
285,58,20,1288,22,54,44,0,1035,23,40
286,58,20,1230,21,53,44,0,1191,27,40
287,58,20,1172,20,52,44,0,1147,26,40
288,58,20,1114,19,53,44,0,1103,25,42
289,58,20,1256,21,54,44,0,1259,28,42
290,58,20,1298,22,53,44,0,1315,29,42
291,58,20,1240,21,52,44,0,1271,28,42
292,58,20,1182,20,52,44,0,1227,27,43
293,58,20,1224,21,53,44,0,1283,29,43
294,58,20,1266,21,52,44,0,1239,28,44
295,58,20,1208,20,54,44,0,1295,29,44
296,58,20,1450,25,54,44,0,1251,28,44
297,58,20,1392,24,53,44,0,1207,27,44
298,58,20,1334,23,52,44,0,1163,26,44
299,58,20,1276,22,53,44,0,1119,25,44
300,58,20,1418,24,54,44,0,1075,24,43
301,58,20,1460,25,53,44,0,1031,23,42
302,58,20,1402,24,52,44,0,987,22,41
303,58,20,1344,23,52,44,0,943,21,40
304,58,20,1386,23,53,44,0,899,20,39
305,58,20,1428,24,52,44,0,855,19,39
306,58,20,1370,23,54,44,0,911,20,39
307,58,20,1612,27,54,44,0,867,19,38
308,58,20,1554,26,54,44,0,823,18,39
309,58,20,1496,25,54,44,0,979,22,39
310,58,20,1438,24,55,44,0,935,21,38
311,58,20,1580,27,56,44,0,891,20,39
312,58,20,1622,27,56,44,0,1047,23,40
313,58,20,1564,26,56,44,0,1103,25,40
314,58,20,1506,25,56,44,0,1059,24,39
315,58,20,1448,24,57,44,0,1015,23,40
316,58,20,1590,27,57,44,0,1171,26,40
317,58,20,1532,26,57,44,0,1127,25,40
318,58,20,1474,25,57,44,0,1083,24,41
319,58,20,1416,24,56,44,0,1239,28,42
320,58,20,1358,23,56,44,0,1295,29,42
321,58,20,1400,24,56,44,0,1251,28,42
322,58,20,1342,23,55,44,0,1207,27,43
323,58,20,1284,22,54,44,0,1263,28,44
324,58,20,1226,21,54,44,0,1319,29,44
325,58,20,1268,21,54,44,0,1275,28,44
326,58,20,1210,20,53,44,0,1231,27,44
327,58,20,1152,19,54,44,0,1187,26,44
328,58,20,1294,22,54,44,0,1143,25,44
329,58,20,1236,21,53,44,0,1099,24,43
330,58,20,1178,20,52,44,0,1055,23,42
331,58,20,1120,19,53,44,0,1011,22,41
332,58,20,1262,21,54,44,0,967,21,40
333,58,20,1304,22,53,44,0,923,20,39
334,58,20,1246,21,52,44,0,879,19,39
335,58,20,1188,20,52,44,0,935,21,39
336,58,20,1230,21,53,44,0,891,20,38
337,58,20,1272,21,52,44,0,847,19,39
338,58,20,1214,20,54,44,0,1003,22,39
339,58,20,1456,25,54,44,0,959,21,38
340,58,20,1398,24,53,44,0,915,20,39
341,58,20,1340,23,52,44,0,1071,24,40
342,58,20,1282,22,53,44,0,1127,25,40
343,58,20,1424,24,54,44,0,1083,24,39
344,58,20,1466,25,53,44,0,1039,23,40
345,58,20,1408,24,52,44,0,1195,27,40
346,58,20,1350,23,52,44,0,1151,26,40
347,58,20,1392,24,53,44,0,1107,25,42
348,58,20,1434,24,52,44,0,1263,28,42
349,58,20,1376,23,54,44,0,1319,29,42
350,58,20,1618,27,54,44,0,1275,28,42
351,58,20,1560,26,54,44,0,1231,27,43
352,58,20,1502,25,54,44,0,1287,29,43
353,58,20,1444,24,55,44,0,1243,28,44
354,58,20,1586,27,56,44,0,1299,29,44
355,58,20,1628,28,56,44,0,1255,28,44
356,58,20,1570,27,56,44,0,1211,27,44
357,58,20,1512,26,56,44,0,1167,26,44
358,58,20,1454,25,58,44,0,1123,25,44
359,58,20,1596,27,58,44,0,1079,24,43
360,58,20,1538,26,58,44,0,1035,23,42
361,58,20,1480,25,58,44,0,991,22,41
362,58,20,1422,24,57,44,0,947,21,40
363,58,20,1364,23,56,44,0,903,20,39
364,58,20,1306,22,55,44,0,859,19,39
365,58,20,1248,21,54,44,0,915,20,39
366,58,20,1190,20,53,44,0,871,19,38
367,58,20,1132,19,53,44,0,827,18,39
368,58,20,1174,20,53,44,0,983,22,39
369,58,20,1116,19,52,44,0,939,21,38
370,58,20,1058,18,53,44,0,895,20,39
371,58,20,1200,20,53,44,0,1051,23,40
372,58,20,1142,19,52,44,0,1107,25,40
373,58,20,1084,18,53,44,0,1063,24,39
374,58,20,1226,21,54,44,0,1019,23,40
375,58,20,1268,21,53,44,0,1175,26,40
376,58,20,1210,20,52,44,0,1131,25,40
377,58,20,1152,19,52,44,0,1087,24,41
378,58,20,1194,20,53,44,0,1243,28,42
379,58,20,1236,21,54,44,0,1299,29,42
380,58,20,1278,22,54,44,0,1255,28,42
381,58,20,1320,22,53,44,0,1211,27,43
382,58,20,1262,21,53,44,0,1267,28,44
383,58,20,1304,22,54,44,0,1323,30,44
384,58,20,1346,23,53,44,0,1279,29,44
385,58,20,1288,22,53,44,0,1235,28,44
386,58,20,1330,22,54,44,0,1191,27,44
387,58,20,1372,23,53,44,0,1147,26,44
388,58,20,1314,22,53,44,0,1103,25,44
389,58,20,1356,23,54,44,0,1059,24,43
390,58,20,1398,24,53,44,0,1015,23,42
391,58,20,1340,23,53,44,0,971,22,41
392,58,20,1382,23,55,44,0,927,21,40
393,58,20,1524,26,55,44,0,883,20,39
394,58,20,1466,25,55,44,0,839,19,39
395,58,20,1408,24,55,44,0,895,20,39
396,58,20,1450,25,55,44,0,851,19,38
397,58,20,1392,24,55,44,0,807,18,39
398,58,20,1434,24,55,44,0,963,21,39
399,58,20,1476,25,55,44,0,919,20,38
400,58,20,1418,24,55,44,0,875,19,39
401,58,20,1460,25,55,44,0,1031,23,40
402,58,20,1402,24,54,44,0,1087,24,40
403,58,20,1344,23,54,44,0,1043,23,39
404,58,20,1386,23,55,44,0,999,22,40
405,58,20,1428,24,55,44,0,1155,26,40
406,58,20,1370,23,54,44,0,1111,25,40
407,58,20,1312,22,54,44,0,1067,24,41
408,58,20,1354,23,54,44,0,1223,27,42
409,58,20,1296,22,54,44,0,1279,29,42
410,58,20,1338,23,55,44,0,1235,28,42
411,58,20,1380,23,55,44,0,1191,27,43
412,58,20,1422,24,55,44,0,1247,28,44
413,58,20,1364,23,54,44,0,1303,29,44
414,58,20,1306,22,55,44,0,1259,28,44
415,58,20,1448,24,55,44,0,1215,27,44
416,58,20,1390,23,54,44,0,1171,26,44
417,58,20,1332,22,53,44,0,1127,25,44
418,58,20,1274,21,54,44,0,1083,24,43
419,58,20,1416,24,54,44,0,1039,23,42
420,58,20,1358,23,53,44,0,995,22,41
421,58,20,1300,22,53,44,0,951,21,40
422,58,20,1342,23,53,44,0,907,20,39
423,58,20,1284,22,53,44,0,863,19,39
424,58,20,1326,22,54,44,0,919,20,39
425,58,20,1368,23,55,44,0,875,19,38
426,58,20,1410,24,55,44,0,831,18,39
427,58,20,1352,23,55,44,0,987,22,39
428,58,20,1394,24,56,44,0,943,21,38
429,58,20,1536,26,56,44,0,899,20,39
430,58,20,1478,25,56,44,0,1055,23,40
431,58,20,1420,24,55,44,0,1111,25,40
432,58,20,1362,23,55,44,0,1067,24,39
433,58,20,1404,24,55,44,0,1023,23,40
434,58,20,1346,23,54,44,0,1179,26,40
435,58,20,1288,22,54,44,0,1135,25,40
436,58,20,1330,22,55,44,0,1091,24,41
437,58,20,1372,23,55,44,0,1247,28,42
438,58,20,1314,22,54,44,0,1303,29,42
439,58,20,1256,21,55,44,0,1259,28,42
440,58,20,1398,24,55,44,0,1215,27,43
441,58,20,1340,23,54,44,0,1271,28,44
442,58,20,1282,22,53,44,0,1327,30,44
443,58,20,1224,21,53,44,0,1283,29,44
444,58,20,1266,21,54,44,0,1239,28,44
445,58,20,1308,22,53,44,0,1195,27,44
446,58,20,1250,21,54,44,0,1151,26,44
447,58,20,1392,24,54,44,0,1107,25,44
448,58,20,1334,23,53,44,0,1063,24,43
449,58,20,1276,22,52,44,0,1019,23,42
450,58,20,1218,21,53,44,0,975,22,41
451,58,20,1360,23,54,44,0,931,21,40
452,58,20,1402,24,53,44,0,887,20,39
453,58,20,1344,23,52,44,0,843,19,39
454,58,20,1286,22,52,44,0,899,20,39
455,58,20,1328,22,53,44,0,855,19,38
456,58,20,1370,23,52,44,0,811,18,39
457,58,20,1312,22,54,44,0,967,21,39
458,58,20,1554,26,54,44,0,923,20,38
459,58,20,1496,25,54,44,0,879,19,39
460,58,20,1438,24,53,44,0,1035,23,40
461,58,20,1380,23,54,44,0,1091,24,40
462,58,20,1522,26,55,44,0,1047,23,39
463,58,20,1564,26,55,44,0,1003,22,40
464,58,20,1506,25,55,44,0,1159,26,40
465,58,20,1448,24,55,44,0,1115,25,40
466,58,20,1490,25,56,44,0,1071,24,41
467,58,20,1532,26,55,44,0,1227,27,42
468,58,20,1474,25,56,44,0,1283,29,42
469,58,20,1516,26,56,44,0,1239,28,42
470,58,20,1458,25,57,44,0,1195,27,43
471,58,20,1500,25,56,44,0,1251,28,44
472,58,20,1442,24,55,44,0,1307,29,44
473,58,20,1384,23,54,44,0,1263,28,44
474,58,20,1326,22,54,44,0,1219,27,44
475,58,20,1368,23,54,44,0,1175,26,44
476,58,20,1310,22,54,44,0,1131,25,44
477,58,20,1352,23,54,44,0,1087,24,43
478,58,20,1294,22,53,44,0,1043,23,42
479,58,20,1236,21,54,44,0,999,22,41
480,58,20,1378,23,54,44,0,955,21,40
481,58,20,1320,22,53,44,0,911,20,39
482,58,20,1262,21,53,44,0,867,19,39
483,58,20,1304,22,55,44,0,923,20,39
484,58,20,1446,24,55,44,0,879,19,38
485,58,20,1388,23,54,44,0,835,18,39
486,58,20,1330,22,54,44,0,991,22,39
487,58,20,1372,23,54,44,0,947,21,38
488,58,20,1314,22,54,44,0,903,20,39
489,58,20,1356,23,54,44,0,1059,24,40
490,58,20,1398,24,55,44,0,1115,25,40
491,58,20,1440,24,55,44,0,1071,24,39
492,58,20,1382,23,54,44,0,1027,23,40
493,58,20,1324,22,55,44,0,1183,26,40
494,58,20,1466,25,55,44,0,1139,25,40
495,58,20,1408,24,54,44,0,1095,24,41
496,58,20,1350,23,53,44,0,1251,28,42
497,58,20,1292,22,53,44,0,1307,29,42
498,58,20,1334,23,54,44,0,1263,28,42
499,58,20,1376,23,53,44,0,1219,27,43
500,58,20,1318,22,54,44,0,1275,28,44
501,58,20,1460,25,54,44,0,1331,30,44
502,58,20,1402,24,53,44,0,1287,29,44
503,58,20,1344,23,52,44,0,1243,28,44
504,58,20,1286,22,53,44,0,1199,27,44
505,58,20,1428,24,54,44,0,1155,26,44
506,58,20,1470,25,53,44,0,1111,25,44
507,58,20,1412,24,52,44,0,1067,24,43
508,58,20,1354,23,52,44,0,1023,23,42
509,58,20,1396,24,53,44,0,979,22,41
510,58,20,1438,24,53,44,0,935,21,40
511,58,20,1380,23,55,44,0,891,20,39
512,58,20,1622,27,55,44,0,847,19,39
513,58,20,1564,26,55,44,0,903,20,39
514,58,20,1506,25,55,44,0,859,19,38
515,58,20,1448,24,55,44,0,815,18,39
516,58,20,1490,25,56,44,0,971,22,39
517,58,20,1632,28,56,44,0,927,21,38
518,58,20,1574,27,56,44,0,883,20,39
519,58,20,1516,26,56,44,0,1039,23,40
520,58,20,1458,25,57,44,0,1095,24,40
521,58,20,1500,25,57,44,0,1051,23,39
522,58,20,1442,24,56,44,0,1007,22,40
523,58,20,1384,23,56,44,0,1163,26,40
524,58,20,1426,24,56,44,0,1119,25,40
525,58,20,1368,23,55,44,0,1075,24,41
526,58,20,1310,22,54,44,0,1231,27,42
527,58,20,1252,21,54,44,0,1287,29,42
528,58,20,1294,22,54,44,0,1243,28,42
529,58,20,1236,21,53,44,0,1199,27,43
530,58,20,1178,20,54,44,0,1255,28,44
531,58,20,1320,22,54,44,0,1311,29,44
532,58,20,1262,21,53,44,0,1267,28,44
533,58,20,1204,20,52,44,0,1223,27,44
534,58,20,1146,19,53,44,0,1179,26,44
535,58,20,1288,22,54,44,0,1135,25,44
536,58,20,1330,22,53,44,0,1091,24,43
537,58,20,1272,21,52,44,0,1047,23,42
538,58,20,1214,20,52,44,0,1003,22,41
539,58,20,1256,21,53,44,0,959,21,40
540,58,20,1298,22,52,44,0,915,20,39
541,58,20,1240,21,54,44,0,871,19,39
542,58,20,1482,25,54,44,0,927,21,39
543,58,20,1424,24,53,44,0,883,20,38
544,58,20,1366,23,52,44,0,839,19,39
545,58,20,1308,22,53,44,0,995,22,39
546,58,20,1450,25,54,44,0,951,21,38
547,58,20,1492,25,53,44,0,907,20,39
548,58,20,1434,24,52,44,0,1063,24,40
549,58,20,1376,23,52,44,0,1119,25,40
550,58,20,1418,24,53,44,0,1075,24,39
551,58,20,1460,25,52,44,0,1031,23,40
552,58,20,1402,24,54,44,0,1187,26,40
553,58,20,1644,28,54,44,0,1143,25,40
554,58,20,1586,27,54,44,0,1099,24,41
555,58,20,1528,26,54,44,0,1255,28,42
556,58,20,1470,25,56,44,0,1311,29,42
557,58,20,1612,27,56,44,0,1267,28,42
558,58,20,1654,28,56,44,0,1223,27,43
559,58,20,1596,27,56,44,0,1279,29,44
560,58,20,1538,26,56,44,0,1335,30,44
561,58,20,1480,25,57,44,0,1291,29,44
562,58,20,1522,26,57,44,0,1247,28,44
563,58,20,1564,26,57,44,0,1203,27,44
564,58,20,1506,25,57,44,0,1159,26,44
565,58,20,1448,24,56,44,0,1115,25,44
566,58,20,1390,23,55,44,0,1071,24,43
567,58,20,1332,22,55,44,0,1027,23,42
568,58,20,1374,23,55,44,0,983,22,42
569,58,20,1316,22,54,44,0,939,21,42
570,58,20,1258,21,54,44,0,895,20,42
571,58,20,1300,22,54,34,10,851,25,33
572,58,20,1242,21,53,34,10,917,26,33
573,58,20,1184,20,53,34,10,883,25,33
574,58,20,1226,21,54,34,10,849,24,33
575,58,20,1268,21,54,34,10,915,26,33
576,58,20,1210,20,54,34,10,881,25,33
577,58,20,1252,21,55,34,10,847,24,32
578,58,20,1394,24,55,34,10,813,23,31
579,58,20,1336,23,54,34,10,779,22,31
580,58,20,1278,22,53,34,10,845,24,31
581,58,20,1220,21,53,34,10,811,23,30
582,58,20,1262,21,54,34,10,777,22,30
583,58,20,1304,22,53,34,10,843,24,30
584,58,20,1246,21,54,34,10,809,23,29
585,58,20,1388,23,54,34,10,775,22,29
586,58,20,1330,22,53,34,10,841,24,30
587,58,20,1272,21,52,34,10,907,26,30
588,58,20,1214,20,53,34,10,873,25,31
